callsign_ogrinal,flag_normalized,imo,mmsi,my_vessel_type,port_of_registry,service_speed,teu,trial_speed,vessel_name_original,depth_moulded,draught,length_registered,deadweight,gross_tonnage,net_tonnage,ism_manager_name,owner_name,year_of_built,eng_total_bhp,eng_total_kw
9HA2952,Malta,9525883,256884000,Container,Valletta,25.9,13296,25.9,ALULA,29.8,15.52,,145528,141077,75670,UNITED ARAB SHIPPING CO,ALULA LTD,2012,96231,71760
9HA2989,Malta,9525895,229009000,Container,Valletta,24.1,13296,,TAYMA,,15.5,,145451,141077,75670,UNITED ARAB SHIPPING CO,TAYMA LTD,2012,96231,71760
9HA2983,Malta,9525900,229006000,Container,Valletta,24.1,13296,,MALIK AL ASHTAR,,15.5,,145527,141077,75670,UNITED ARAB SHIPPING CO,AL JOWF LTD,2012,96231,71760
9HA2982,Malta,9525912,229005000,Container,Valletta,24.1,13296,,AL RIFFA,,15.5,349.5,145534,141077,75670,UNITED ARAB SHIPPING CO,CARLA SNC,2012,96231,71760
9HA3958,Malta,9525924,256576000,Container,,24.1,13296,,AL QIBLA,,16,349.5,145237,141077,75670,UNITED ARAB SHIPPING CO,AL QIBLA LTD,2012,96231,71760
9HA2984,Malta,9525936,229007000,Container,Valletta,24.1,13296,,JEBEL ALI,,15.5,349.5,145149,141077,75670,UNITED ARAB SHIPPING CO,VALERIA SNC,2012,96231,71760
V2GN2,Antigua and Barbuda,9525948,304008000,Container,St. John's,22,2500,,KATRIN-S.,16.4,11.6,,34409,26374,12895,REEDEREI RUDOLF SCHEPERS GMBH & CO KG (REEDEREI SCHEPERS),Zweite RRS Schiffahrtsgesellschaft mbH & Co. KG,2014,,
V2GN3,Antigua and Barbuda,9525950,304009000,Container,St. John's,22,2500,,ANNETTE-S.,16.4,11.6,,34376,26374,12895,REEDEREI RUDOLF SCHEPERS GMBH & CO KG (REEDEREI SCHEPERS),Vierte RRS Schiffahrtsgesellschaft mbH & Co. KG,2014,,
,Marshall Islands,9526277,,Container,,,1440,,order / RICKMERS DUBAI,,10.3,,24300,19000,,,RICKMERN LINE,2011,,
9V7639,Singapore,9526459,566755000,Container,Singapore,21.3,4496,,MAERSK CADIZ,22.1,13.5,235,61614,50869,28991,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,2013,30843,23000
CQIW6,Portugal,9526502,255806088,Container,Monrovia,25.6,6552,,PRESIDENT CLEVELAND,24.2,14.5,288.5,84155,75015,38989,CPO CONTAINERSCHIFF REEDEREI,NOL LINER PTE LTD,2012,69035,51480
VRKB9,Hong Kong,9526875,477423600,Container,MAJURO,22.83,7450,,MAERSK LIMA,,12.5,,106043,89097,45120,MAERSK LINE A/S,NAMORIK SNC,2011,,
CA8,Hong Kong,9526887,477423500,Container,MAJURO,22.83,7450,,MAERSK LIRQUEN,,12.5,,106043,89097,45120,MAERSK LINE A/S,RONGERIK SNC,2011,63689,47493
VRKC2,Hong Kong,9526899,477423700,Container,Majuro,22.83,7450,,MAERSK LA PAZ,,12.5,,106043,89097,45120,MAERSK LINE A/S,UTIRIK SNC,2011,63689,47493
VRIS8,Hong Kong,9526904,477764700,Container,Majuro,22.83,7450,,MAERSK LUZ,,12.5,,106043,89097,45120,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2011,52138,38880
VRJC9,Hong Kong,9526916,477628400,Container,Hong Kong,22.83,7450,,MAERSK LETICIA,,12.5,,106043,89097,45120,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2011,63689,47493
VRJH6,Hong Kong,9526928,477535200,Container,Hong Kong,22.83,7450,,MAERSK LAVRAS,,12.5,,106043,89097,45120,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2011,,
VRJH7,Hong Kong,9526930,477196800,Container,Hong Kong,22.83,7450,,MAERSK LEBU,,13.5,,106043,89097,45120,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2011,,
9V9763,Singapore,9526942,566338000,Container,Singapore,22.83,7450,,MAERSK LAGUNA,,13.5,,106043,89097,45120,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,2012,,
9V9777,Singapore,9526954,566383000,Container,Singapore,23,8700,,MAERSK LOTA,24.2,13.5,,100072,89505,45087,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,2012,52138,38880
9V9778,Singapore,9526966,566405000,Container,Singapore,23,8700,,MAERSK LEON,24.2,13.5,,99858,89505,45087,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,2012,61338,45740
VRKJ7,Hong Kong,9526978,477174800,Container,HONG KONG,23,8700,,MAERSK LABERINTO,24.2,13.5,286.8,99863,89505,45087,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2012,,
VRKQ5,Hong Kong,9527025,477938500,Container,HONG KONG,23,8700,,MAERSK LINS,24.2,13.5,286.8,100062,89505,45087,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2012,,
VRLB7,Hong Kong,9527037,477334300,Container,HONG KONG,23,7450,,MOL LONDRINA,24.2,13.5,286.8,99778,89505,45087,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2012,,
VRLI7,Hong Kong,9527049,477182700,Container,HONG KONG,23,7450,,MAERSK LANCO,24.2,13.5,286.8,99792,89505,45087,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2013,61338,45740
VRLI8,Hong Kong,9527051,477182800,Container,HONG KONG,23,8700,,MAERSK LAMANAI,24.2,13.5,286.8,99865,89505,45087,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2013,,
VRLI9,Hong Kong,9527063,477017600,Container,HONG KONG,23,8700,,MAERSK LABREA,24.2,13.5,286.8,99798,89505,48488,MAERSK LINE A/S,MAERSK SHIPPING HONG KONG LTD,2013,,
3WAL,Vietnam,9527350,574911000,Container,SAIGON,11.5,225,,CAM RANH 07,7.35,5.2,96,4893,3985,2424,UNKNOWN,NHA TRANG SHIPYARD CO LTD,2010,,2574
9V7632,Singapore,9529255,566756000,Container,Singapore,21.3,4496,,MAERSK CARDIFF,22.1,13.5,235,61614,50869,28991,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,2013,30843,23000
VRIH6,Hong Kong,9531909,477802700,Container,HONG KONG,23.7,5605,,MOL GLOBE,22.2,14.02,,71407,59307,31361,BERNARD SCHULTE SHIPMANAGEMENT (INDIA),HAKEA SHIPPING LTD,2011,60211,44900
BIBQ2,China,9532044,413380530,Container,CHONGQING,15,712,,QI MEN,10.7,7.4,,9733,7503,4225,MINSHENG SHIPPING CO LTD,MINSHENG SHIPPING CO LTD,2009,,4400
D5ML9,Liberia,9532276,636017733,Container,PANAMA,22.2,2535,24.6,ST ISLAND,16.6,11.25,189.51,33380,27061,11031,SANTOKU SHIPPING CO LTD,LUCRETIA SHIPPING SA,2010,29147,21735
D5MK3,Liberia,9532288,636017717,Container,PANAMA,22.2,2553,,ST BLUE,16.6,9.8,189.51,33381,27061,11850,SANTOKU SHIPPING CO LTD,LUCRETIA SHIPPING SA,2011,29147,21735
V2DW2,Antigua and Barbuda,9532343,305353000,Container,St. John's,17,706,,ELBMASTER,10.5,7.65,122.17,8494,7170,3068,USC BARNKRUG GMBH & CO KG,MS ELBMASTER GmbH & Co. KG,2009,,7200
PMMB,Indonesia,9532745,15343,Container,JAKARTA,11,392,,PHOENIX,7.4,5.95,96.5,5065,2998,1984,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,2008,,1789
A8TR2,Liberia,9532771,636014410,Container,MONROVIA,26,6350,,APL TURKEY,19.4,14.02,279.77,72912,71787,26914,SHOEI KISEN KAISHA LTD,LOS HALILLOS/SHIKOKU PLAZA,2009,84377,62920
9V2108,Singapore,9532783,566922000,Container,PANAMA,26,6350,28.8,APL OREGON,19.4,14.02,279.77,72912,71787,26914,SYNERGY MARITIME (P) LTD,ARGOSY PTE LTD,2010,84377,62920
9HA4736,Panama,9532795,248633000,Container,Panama,25.5,8102,,APL ANTWERP,,14.52,306.04,90647,87865,41063,SYNERGY MARITIME (P) LTD,SOUTHERN ROUTE MARITIME SA,2013,85959,64100
D5DM2,Liberia,9532800,636015912,Container,,26,8102,,APL LATVIA,,14.52,306.04,90799,87865,41063,SHOEI KISEN KAISHA LTD,CYPRESS MARITIME,2013,,
CQCF,Portugal,9535096,255805756,Container,MADEIRA,20,1740,,HANSA DUBURG,14.3,14.3,166.1,23500,18296,10334,LEONHARDT & BLUMBERG REEDEREI,Schiffahrts-Gesellschaft HANSA DUBURG mbH & Co.KG,2012,,
D5DM3,Liberia,9535101,636092477,Container,Monrovia,20,1740,,HANSA FRESENBURG,14.3,10.91,166.1,23454,18296,10334,LEONHARDT & BLUMBERG REEDEREI,Schiffahrts-Gesellschaft HANSA FRESENBURG MBH & CO.KG,2013,,
CQHN,Portugal,9535137,255805589,Container,MADEIRA,23.7,5605,,MOL GATEWAY,22.2,14.02,275,71429,59307,31361,DOEHLE P,MS HELLA Schiffahrtsgesellschaft mbH & Co. KG,2011,60211,44900
VRIQ8,Hong Kong,9535149,477759700,Container,HONG KONG,13.7,5605,,MOL GRANDEUR,22.2,14.02,,71407,59307,31361,BERNARD SCHULTE SHIPMANAGEMENT (INDIA),Harrisia Shipping Limited,2011,60211,44900
CQHO,Portugal,9535151,255805590,Container,MADEIRA,24,5605,,MOL GARLAND,22.2,14.02,275.07,71409,59307,31361,DOEHLE P,MS HERTA Schiffahrtsgesellschaft mbH & Co. KG,2011,60211,44900
VRJF2,Hong Kong,9535163,477346500,Container,HONG KONG,23.7,5605,,MOL GLIDE,22.2,14,275.08,71339,59307,31361,BERNHARD SCHULTE SHIPMANAGEMENT (HONG KONG) LTD,Heliconia Shipping Limited,2011,60211,44900
A8WH6,Liberia,9535175,636092079,Container,MONROVIA,23.7,5605,,MOL GUARDIAN,22.2,14,275.07,71416,59307,31361,DOEHLE P,HELENA SCHIFFAHRTSGES MBH &amp; CO,2011,60211,44900
VRJU7,Hong Kong,9535187,477462400,Container,HONG KONG,23.7,5605,,MOL GRATITUDE,22.2,14.02,,71339,59307,31361,BERNHARD SCHULTE SHIPMANAGEMENT (HONG KONG) LTD,Hepatica Shipping Limited,2012,60211,44900
CQHM,Portugal,9535199,255805588,Container,MADEIRA,23.7,5605,,MOL GEH2S,22.2,14,275,71416,59307,31361,DOEHLE P,HENRIKA SCHIFFAHRTS GMBH,2012,60211,44900
VRKR4,Hong Kong,9535204,477947100,Container,HONG KONG,23.7,5605,,MOL GROWTH,22.2,14,263,71339,59176,31361,BERNHARD SCHULTE SHIPMANAGEMENT (HONG KONG) LTD,HOVEA SHIPPING LTD,2012,60211,44900
A8WH2,Liberia,9535216,636092076,Container,MONROVIA,23.7,5605,,MOL GENEROSITY,22.2,14.02,275,71416,59176,31361,DOEHLE P,MS HANNA Schiffahrtsgesellschaft mbH & Co. KG,2012,60211,44900
9V8168,Singapore,9535307,563194000,Container,SINGAPORE,20,1810,,KOTA NELAYAN,,10.7,,25985,20902,9126,PACIFIC INTERNATIONAL LINES,PACIFIC SHIP INVESTMENT PTE,2010,21508,16038
D5MK4,Liberia,9536973,636017718,Container,PANAMA,22.2,2535,24.4,ST GREEN,16.6,11.27,189.51,33417,27061,11031,SANTOKU SHIPPING CO LTD,LUCRETIA SHIPPING SA,2011,,21735
D5MI9,Liberia,9536985,636017710,Container,PANAMA,22.2,2535,,ST EVER,16.6,11.27,189.51,33407,27061,11031,SANTOKU SHIPPING CO LTD,LUCRETIA SHIPPING SA,2011,,21735
,Liberia,9537939,,Container,,,6588,,order / HS LISBON,,12,,84660,74600,,,HANSA TREUHAND,2013,,
CQIW7,Portugal,9538658,255806089,Container,Monrovia,25.6,6552,,PRESIDENT TRUMAN,24.2,14.5,299.89,84154,75015,38989,CPO CONTAINERSCHIFF REEDEREI,NOL LINER PTE LTD,2014,69035,51480
,Liberia,9538660,,Container,,,6588,,order / HS MADRID,,12,,84660,74600,,,HANSA TREUHAND,2013,,
,Germany,9539470,,Container,,22.3,3405,,order / NORDIC STRALSUND,,12.5,,42000,39753,,,NORDIC HAMBURG SHIPPING,2012,,
A8XX3,Liberia,9539482,636092177,Container,Monrovia,22.3,3405,,NORDIC WISMAR,20.3,12.5,227.5,46131,39753,22319,NORDIC HAMBURG SHIPMANAGEMENT,NORDIC WISMAR SCHIFFFAHRTS,2011,36368,27120
5BUR3,Cyprus,9539494,209845000,Container,Limassol,22,3100,,HEDDA SCHULTE,20.3,13,,46000,39753,22319,THOMAS SCHULTE SHIP MANAGEMENT,MS HEDDA SCHULTE Shipping GmbH & Co. KG,2013,,
,Liberia,9539509,,Container,,22.3,3405,,order / NORDIC STETTIN,,12.5,,42000,39753,,,NORDIC HAMBURG SHIPPING,2015,,
D5KV5,Liberia,9539664,636092696,Container,MONROVIA,23.1,4620,,RHL CONSCIENTIA,19.6,12.5,249.89,58197,48799,20390,RHL Reederei Hamburger Lloyd GmbH & CO KG,HL Conscientia GmbH & Co. KG,2012,61367,45762
D5CC6,Liberia,9539688,636092424,Container,MONROVIA,23.1,4672,,RHL CONCORDIA,19.6,12.5,249.89,58189,48799,20390,RHL Reederei Hamburger Lloyd GmbH & CO KG,HL CONCORDIA GMBH &amp; CO KG,2012,48598,36240
V7UP8,Marshall Islands,9545003,538003998,Container,MAJURO MARSHALL ISLANDS,18,958,,STAR PIONEER,,8.2,,12839,9520,4820,NAM SUNG SHIPPING CO LTD,H L INTERNATIONAL SA CORP,2010,,
V7UP9,Marshall Islands,9545015,538003999,Container,MAJURO MARSHALL ISLANDS,18,958,,STAR EXPRESS,,8.21,,12839,9520,4938,NAM SUNG SHIPPING CO LTD,B D INTERNATIONAL SA CORP,2010,,
YFCA,Indonesia,9546631,525022200,Container,FUNAFUTI TUVALU,,231,,MARITIM KENCANA,,4.2,,2600,1895,889,UNKNOWN,RPTD SOLD UNDISCLOSED INTEREST,2007,,
PMPJ,Indonesia,9547362,525015360,Container,JAKARTA,11,400,,FORTUNE,7.2,5.65,95.9,4674,2979,1677,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,2008,,1789
PMOV,Indonesia,9548976,525015391,Container,JAKARTA,,500,,PULAU HOKI,8,6.15,120.97,9137,6285,3583,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,2008,,4174
3FAM3,Panama,9550307,351726000,Container,PANAMA,19.7,1577,,MAERSK WELLINGTON,14,9.52,160.96,21419,17280,7814,SMTECH SHIP MANAGEMENT CO LTD,LUSTER MARITIME SA,2009,21215,15820
3EXT3,Panama,9550319,372707000,Container,PANAMA,19.7,1577,,MAERSK WILMINGTON,14,9.52,160.96,21413,17280,7850,NORTHSTAR SHIP MANAGEMENT LTD,SAN LORENZO SHIPPING SA,2010,21215,15820
3EZG,Panama,9550345,370484000,Container,PANAMA,21.6,1577,,MAERSK WAKAMATSU,14,9.52,160.96,21446,17280,7814,NORTHSTAR SHIP MANAGEMENT LTD,LA SABANAS SHIPPING CO SA,2010,21215,15820
3FCC4,Panama,9550357,370837000,Container,PANAMA,21.6,1577,,MAERSK WAKAYAMA,14,9.52,160.96,21442,17280,7814,SMTECH SHIP MANAGEMENT CO LTD,SHOEI KISEN KAISHA/PARAISO,2010,21215,15820
3FWS9,Panama,9550369,355480000,Container,PANAMA,19.7,1577,,MAERSK WALVIS BAY,14,9.52,160.96,21449,17280,7814,NORTHSTAR SHIP MANAGEMENT LTD,SAN CLEMENTE SHIPPING,2010,21215,15820
3EXK5,Panama,9550371,356546000,Container,PANAMA,19.7,1577,,MAERSK WISMAR,14,9.52,160.96,21423,17280,7814,SMTECH SHIP MANAGEMENT CO LTD,SHOEI KISEN KAISHA/PARAISO,2010,21215,15820
3EYL7,Panama,9550383,371714000,Container,PANAMA,19.7,1708,21.4,MARGARETRIVERBRIDGE,14,9.52,160.96,21925,17211,7875,TAIYO KAIUN KAISHA LTD,SEAVANCE SHIPPING SA,2009,21215,15820
9V8218,Singapore,9550395,565156000,Container,SINGAPORE,19.7,1708,21.4,SWAN RIVER BRIDGE,14,9.52,160.96,21918,17237,7875,K LINE SHIP MANAGEMENT PTE LTD,K LINE PTE LTD,2010,21215,15820
PMRG,Indonesia,9551076,525015399,Container,JAKARTA,,500,,KM TELUK BINTUNI,7.8,6.1,114.3,6792,4365,2615,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,2008,2798,2087
PMQX,Indonesia,9551088,525015393,Container,JAKARTA,,500,,TELUK FLAMINGGO,7.8,6.1,114.3,6792,4365,2615,SALAM PACIFIC INDONESIA LINES,SALAM PACIFIC INDONESIA LINES,2008,,2090
,Bahamas,9554353,,Container,,19.7,1088,19.7,MURAKAMI HIDE 573,11,8.5,,12000,9999,5400,,OWNER UNKNOWN,2011,,
PMUM,Indonesia,9558488,525019465,Container,TANJUNG PRIOK,,537,,ESTUARI MAS,7.2,5.2,119.9,8100,6603,2906,TIRTAMAS EXPRESS PT,TEMPURAN EMAS,2009,,
3FFH5,Panama,9560352,353903000,Container,PANAMA,25,6350,29.4,SEATTLE BRIDGE,19.4,14.02,279.77,72890,71787,26914,SIBAMAR SHIP MANAGEMENT,YURI SHIPPING SA,2010,,
3FPV6,Panama,9560364,355400000,Container,PANAMA,25,6350,,SAN FRANCISCO BRIDGE,19.4,14.02,279.77,72890,71787,26914,SHUNZAN KAIUN KK,PRIMAVERA MONTANA SA,2010,84377,62920
3FTY6,Panama,9560376,357547000,Container,PANAMA,25,6350,,SAN DIEGO BRIDGE,19.4,14.02,279.77,72912,71787,26914,BERNHARD SCHULTE SHIPMANAGEMENT (SINGAPORE),CYPRESS MARITIME/KOYO SHOSEN,2010,84377,62920
3WEO9,Viet Nam,9560871,574001190,Container,,15,260,,NASICO OCEAN,,5.7,96.06,4439,3674,,UNKNOWN,NAM TRIEU SHIPPING CO LTD.,2011,,
3WGF9,Viet Nam,9560883,574001430,Container,,12.5,260,,NASICO SKY,,5.7,96.06,4751,3674,,UNKNOWN,NAM TRIEU SHIPPING CO LTD.,2012,,
9V9541,Singapore,9561485,566158000,Container,SINGAPORE,21.3,4496,,MAERSK CUNENE,22.1,13.5,,61561,50869,28991,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,2011,30843,23000
9VEZ3,Singapore,9561497,566490000,Container,Singapore,21.3,4496,,MAERSK CUANZA,22.102,13.5,233,61614,50869,28991,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,2012,,
PNEW,Indonesia,9562051,525019527,Container,JAKARTA,10,537,,KALI MAS,7.2,5.2,119.9,8100,6603,3285,TIRTAMAS EXPRESS PT,TEMPURAN EMAS,2010,,1789
PNQT,Indonesia,9562063,525019417,Container,JAKARTA,,537,,JALES MAS .,7.2,5.2,119.9,8100,7032,3285,TIRTAMAS EXPRESS PT,TEMPURAN EMAS,2010,,
V4OP,Saint Kitts and Nevis,9563902,341879000,Container,"Basseterre, Saint Kitts",,90,,M.V.KARUTHAL,,,,1600,1353,536,NAUTILUS SHIPPING INDIA PVT,TRANS ASIAN SHIPPING SERVICES PTE. LTD.,2009,,
PNBD,Indonesia,9564061,525019510,Container,JAKARTA,10,537,,MARE MAS,7.2,5.2,119.9,8100,6603,3285,TIRTAMAS EXPRESS PT,TEMPURAN EMAS,2009,,1789
9HA2934,Malta,9565338,256816000,Container,Valletta,22,3100,,HS ROSSINI,20.3,13,212.5,46020,39753,22319,HANSA SHIPPING GMBH & CO KG,Schiffahrts-Gesellschaft HS ROSSINI mbH & Co. KG,2012,,
V7IE7,Marshall Islands,9565340,538005929,Container,Majuro,22.3,3100,,NORDIC STRALSUND,20.3,12.5,,30500,39753,22319,NORDIC HAMBURG SHIPMGMT HK LTD,Nordic Stralsund Ltd.,2014,,
3FLC7,Panama,9566382,373485000,Container,PANAMA,25.6,8930,26.5,HOUSTON BRIDGE,19.38,14.04,324.17,96980,96801,36689,K LINE SHIP MANAGEMENT PTE LTD,ERUDITE SHIP HOLDING LTD,2012,69035,51480
3FMK3,Panama,9566394,373932000,Container,Panama,25.6,8974,,HANGZHOU BAY BRIDGE,,13.54,324.17,96980,96790,35300,K LINE SHIP MANAGEMENT PTE LTD,KLB3289 SHIPPING SA,2012,90210,67270
3FTU,Panama,9567661,357988000,Container,PANAMA,24,8540,,SEROJA LIMA,25,14.53,303.18,90388,86682,47960,TOKEI KAIUN KK,LEO OCEAN/TOKEI KAIUN,2011,84229,62810
3FFV6,Panama,9567673,351109000,Container,PANAMA,28.8,8540,,SEROJA ENAM,25,14.53,303.18,90480,86679,47960,SYNERGY MARITIME (P) LTD,SUN LANES SHIPPING SA,2011,84229,62810
A8VQ3,Liberia,9569970,636092784,Container,Monrovia,23,8000,,TUCAPEL,24.6,13.5,286.31,94707,88586,42897,SOUTHERN SHIPMANAGEMENT CO SA,Hull 1794 Co. Ltd.,2012,58482,43610
9HA4049,Malta,9571296,256973000,Container,Valletta,22,2758,,NEW HAMPSHIRE TRADER,20.3,12.5,196.9,41411,35708,19672,COLUMBIA SHIPMANAGEMENT LTD,New Hampshire Trader Shipping Ltd.,2011,,25040
9HA4050,Malta,9571301,256976000,Container,Valletta,22,2758,,NEW JERSEY TRADER,20.3,12.5,196.9,41636,35708,19672,COLUMBIA SHIPMANAGEMENT LTD,New Jersey Trader Shipping Ltd.,2011,,
V7WW8,Cyprus,9571313,538004412,Container,LIMASSOL,22,2758,,CAPE MANILA,20.3,12.5,196.9,41535,35708,19672,COLUMBIA SHIPMANAGEMENT LTD,CAPE MANILA SHIPPING CO LTD,2011,,
V7YK8,Marshall Islands,9571325,538004681,Container,Majuro,22,2758,,CAPE MARIN,20.3,12.5,196.9,41463,35708,19672,COLUMBIA SHIPMANAGEMENT LTD,CAPE MARIN SHIPPING CO LTD,2012,,
A6E2172,United Arab Emirates,9573505,470552000,Container,MONROVIA,,1104,,AL BAZM II,,8.9,149.46,13944,11173,4991,ADNATCO,AL BAZM-II SHIPPING CO INC,2011,,
A6E2180,United Arab Emirates,9574016,470143000,Container,MONROVIA,,1104,,AL SADR-I,,8.9,149.46,13944,11173,4991,ADNATCO,AL SADR-I SHIPPING CO INC,2011,,
5BVN3,Cyprus,9584475,209857000,Container,LIMASSOL,18,1036,,HEINRICH SCHEPERS,11.75,8,,13031,10318,5391,HS BEREEDERUNGS GMBH & CO KG,HEINRICH SCHEPERS,2012,12069,9000
5BVP3,Cyprus,9584487,210585000,Container,LIMASSOL,18,1036,,HELENA SCHEPERS,11.75,8,,13031,10318,5391,HS BEREEDERUNGS GMBH & CO KG,HELENA SCHEPERS SHPG CO LTD,2012,12069,9000
5BNZ3,Cyprus,9584865,210169000,Container,LIMASSOL,19,1036,,KATHARINA SCHEPERS,9.5,8,,13031,10318,5391,HS BEREEDERUNGS GMBH & CO KG,HIGHSEAS SHIPPING SEVEN BV,2012,12069,9000
3EUQ8,Panama,9588079,373649000,Container,PANAMA,22.7,8930,26.4,HONOLULU BRIDGE,19.38,14.04,324.17,96980,96790,36689,K LINE SHIP MANAGEMENT PTE LTD,CHERRY SHIP HOLDING SA,2012,,51480
3FIW4,Panama,9588081,373119000,Container,PANAMA,24.5,8930,26.2,HELSINKI BRIDGE,19.38,14.04,324.17,96980,96801,36689,K LINE SHIP MANAGEMENT PTE LTD,DAISY SHIP HOLDING SA,2012,69035,51480
3FHS3,Panama,9588093,353592000,Container,Panama,25.6,8974,,HANOI BRIDGE,,14.04,324.17,96980,96790,36689,K LINE SHIP MANAGEMENT PTE LTD,KLB3290 SHIPPING SA,2013,69035,51480
,Marshall Islands,9590644,,Container,,21,4834,,Zhejiang Ouhua,,12.5,,56300,47500,,,,2012,,
V7CC7,Marshall Islands,9593517,538005242,Container,Majuro,20.5,1740,,BINDI IPSA,14.3,10.9,,23425,18252,10392,FAIRMONT SHIPPING (CANADA) LTD,IPSA Two,2013,,
,Marshall Islands,9593529,,Container,,20.5,1740,,GUANGZHOU WENCHONG GWS421,,10.85,,23200,18334,,,STX PAN OCEAN CO LTD.,2015,,
9V9332,Singapore,9593696,566118000,Container,Singapore,,1810,,KOTA NIPAH,,10.7,,25944,20902,9114,PACIFIC INTERNATIONAL LINES,CSIC PACIFIC PTE LTD,2011,,
2FRE8,United Kingdom,9595436,235093569,Container,Panama,24.5,8452,,EVER LAMBENT,,14.2,317,104409,98882,48236,EVERGREEN MARINE UK LTD,YAMASA NEW PULSAR V1 SA,2012,75191,56070
3FXM3,Panama,9595448,373721000,Container,PANAMA,24.5,8452,26.4,EVER LADEN,20.123,14.2,317.82,104409,98830,48711,EVERGREEN MARINE CORP,YAMASA NEW PULSAR V2 SA,2012,75191,56070
2FRK7,United Kingdom,9595450,235093618,Container,London,24.5,8452,,EVER LASTING,,14.5,317,104399,98882,48236,EVERGREEN MARINE UK LTD,YAMASA NEW PULSAR V3 SA,2012,75191,56070
2FRK8,United Kingdom,9595462,235093619,Container,,24.5,8452,,EVER LEADING,,14.2,317,104409,98882,48236,EVERGREEN MARINE UK LTD,YAMASA NEW PULSAR V4 SA,2012,75191,56070
9V9287,Singapore,9595474,566673000,Container,Singapore,24.5,8452,,EVER LAUREL,25,14.2,317,104375,98830,48236,EVERGREEN MARINE SINGAPORE,EVERGREEN MARINE SINGAPORE,2012,75191,56070
BKIC,"Taiwan, Province of China",9595486,416475000,Container,Keelung,24.5,8452,,EVER LIBRA,,14.2,317,104472,98882,,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,2012,75191,56070
9V9288,Singapore,9595498,566732000,Container,Singapore,24.5,8452,,EVER LAWFUL,25,14.2,317,104326,98830,48236,EVERGREEN MARINE SINGAPORE,EVERGREEN MARINE SINGAPORE,2012,75191,56070
9V9289,Singapore,9595503,566794000,Container,Singapore,24.5,8452,,EVER LEADER,25,14.2,317,104504,98830,48236,EVERGREEN MARINE SINGAPORE,EVERGREEN MARINE SINGAPORE,2013,75191,56070
9V9290,Singapore,9595515,566853000,Container,Singapore,24.5,8452,,EVER LEGACY,25,14.2,317,104341,98830,48236,EVERGREEN MARINE SINGAPORE,EVERGREEN MARINE CORP,2013,75191,56070
BKIE,"Taiwan, Province of China",9595527,416481000,Container,Keelung,24.5,8452,,EVER LIVEN,,14.2,,104409,98882,48236,EVERGREEN MARINE CORP,EVERGREEN MARINE CORP,2013,75191,56070
3EVC9,Panama,9595797,373128000,Container,,18.32,1060,,SKY HOPE,,8.22,,11884,9742,4328,KOREA SHIPMANAGERS CO LTD,CK INTERNATIONAL SHIPPING SA,2012,,
3EUE6,Panama,9595802,373126000,Container,,17,1060,,SKY FLOWER,,8.22,140.11,11891,9742,4328,KOREA SHIPMANAGERS CO LTD,CKLF SA,2012,,
2FMT4,United Kingdom,9596301,235092545,Container,Douglas,20.6,1740,,CERINTHUS,14.3,10.9,,23523,18485,10774,ANGLO-EASTERN UK LTD,IONA SHIPPING LTD,2013,,
9V5029,Singapore,9596313,563004700,Container,SINGAPORE,19.5,1740,,VIKING MERLIN,14.3,10.9,176.88,23560,18485,10282,GOODWOOD SHIP MANAGEMENT,Tiree Shipping Pte. Ltd.,2014,,
BIBG,"Taiwan, Province of China",9596349,416016000,Container,KEELUNG,18.8,1040,,WAN HAI 103,11.2,7.3,136.1,11500,9834,3867,WAN HAI LINES LTD,Wan Hai Lines Ltd.,2012,,
9V8968,Singapore,9596789,566760000,Container,SINGAPORE,18.8,1040,,WAN HAI 105,11.2,7.3,136.1,11500,9834,3867,WAN HAI LINES LTD,Wan Hai Lines (Singapore) Pte. Ltd.,2012,,
9V9915,Singapore,9597472,566797000,Container,Singapore,23,9200,,APL VANCOUVER,27.1,13,311.9,108600,109712,59145,APL CO PTE LTD,NOL LINER PTE LTD,2013,,
